MODEL,SCENARIO,REGION,VARIABLE,UNIT,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO2|Transportation Sector,Mt CO2/yr,40.29458727,46.07152457,59.45575027,72.12151397,85.46597936,98.38244181,112.1162114,125.2131477,136.3120121,144.9662668
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO2|Waste,Mt CO2/yr,2.955769806,2.955769806,2.955769806,2.955769806,2.955769806,2.955769806,2.955769806,2.955769806,2.955769806,2.955769806
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Agricultural Waste Burning,Mt CO/yr,0.085944689,0.086963221,0.104258927,0.122405604,0.142181339,0.15850573,0.171317896,0.181228435,0.186956745,0.189888658
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Energy Sector,Mt CO/yr,0.220987895,0.230170133,0.24016245,0.241314433,0.243332417,0.224731287,0.206768351,0.190240232,0.180815127,0.160424556
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Forest Burning,Mt CO/yr,9.45E-05,9.45E-05,9.45E-05,9.45E-05,9.45E-05,9.45E-05,9.45E-05,9.45E-05,9.45E-05,9.45E-05
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Grassland Burning,Mt CO/yr,0.005944377,0.009151023,0.01240049,0.012220277,0.010365897,0.008190195,0.006172057,0.00454296,0.003544532,0.002690055
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Industrial Sector,Mt CO/yr,2.065581444,2.386884816,3.006402283,3.558126144,4.074384938,4.487436266,4.803388969,5.010581722,5.081407149,5.029462125
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Residential Commercial Other,Mt CO/yr,6.822166822,7.163494975,7.147967478,7.105894869,7.02560002,6.809896944,6.499915068,6.146628776,5.749423618,5.338708704
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Transportation Sector,Mt CO/yr,1.197530116,1.279108348,1.477803717,1.571863986,1.61984689,1.6338274,1.631539698,1.604045715,1.534347109,1.426664516
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|CO|Waste,Mt CO/yr,1.329645822,1.470851659,1.766729367,2.055718534,2.361468156,2.649424589,2.909640266,3.167667724,3.417272423,3.642825594
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3,Mt NH3/yr,1.876850503,2.141856724,2.807602163,3.504764667,4.279634704,5.091841362,5.912026598,6.654953116,7.068686396,7.413651834
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Agricultural Waste Burning,Mt NH3/yr,0.001796084,0.001852479,0.002310803,0.002804688,0.003357008,0.003859572,0.004327944,0.004756885,0.005096041,0.005397519
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Agriculture,Mt NH3/yr,1.455449485,1.681023555,2.27541015,2.905187054,3.610836102,4.362056686,5.13011636,5.823419836,6.191573007,6.49769121
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Energy Sector,Mt NH3/yr,0.006302281,0.006204712,0.006166643,0.006136434,0.006124273,0.005897324,0.005627659,0.005379237,0.005294073,0.005151549
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Forest Burning,Mt NH3/yr,1.07E-06,1.07E-06,1.07E-06,1.07E-06,1.07E-06,1.07E-06,1.07E-06,1.07E-06,1.07E-06,1.07E-06
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Grassland Burning,Mt NH3/yr,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.12E-05,8.12E-05
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Industrial Sector,Mt NH3/yr,0.019204345,0.02301309,0.030395584,0.037057961,0.043351173,0.048788285,0.053223108,0.056421474,0.057971397,0.057969065
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Residential Commercial Other,Mt NH3/yr,0.103039902,0.107756668,0.10641977,0.103302797,0.0986266,0.090727133,0.081066305,0.070593413,0.059444751,0.048257368
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Transportation Sector,Mt NH3/yr,0.001024609,0.001173431,0.001523757,0.001849545,0.002193146,0.002503352,0.002794511,0.003055191,0.003247579,0.003378062
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NH3|Waste,Mt NH3/yr,0.289951483,0.320750475,0.385293142,0.448343874,0.515064088,0.577926696,0.634788397,0.691244766,0.745977233,0.795724746
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx,Mt NOx/yr,1.585476731,1.689023567,2.032629645,2.329371464,2.63829737,2.859579417,3.037320615,3.126237083,3.131258817,3.078656261
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Agricultural Waste Burning,Mt NOx/yr,0.002697982,0.002729959,0.003272906,0.003842569,0.004463368,0.00497582,0.005378023,0.005689138,0.005868965,0.005960999
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Agriculture,Mt NOx/yr,0.387289552,0.454431179,0.619091076,0.784742759,0.967986513,1.143335107,1.294912825,1.383314556,1.417886435,1.430915303
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Energy Sector,Mt NOx/yr,0.210180636,0.155112456,0.157167771,0.150128653,0.149780223,0.118723853,0.094802941,0.070330894,0.051409239,0.02875134
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Forest Burning,Mt NOx/yr,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Grassland Burning,Mt NOx/yr,2.90E-04,4.11E-04,5.22E-04,5.01E-04,4.19E-04,3.28E-04,2.46E-04,1.80E-04,1.40E-04,1.06E-04
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Industrial Sector,Mt NOx/yr,0.118919925,0.133141237,0.160119257,0.18710464,0.213813889,0.235925117,0.252687103,0.262382264,0.26269995,0.255020095
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Residential Commercial Other,Mt NOx/yr,0.232549627,0.245248051,0.247068014,0.245587419,0.241218646,0.229507512,0.21354916,0.195153281,0.174180298,0.152151783
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Transportation Sector,Mt NOx/yr,0.432886589,0.475978342,0.578765527,0.647229709,0.704240404,0.726953403,0.736646315,0.731151194,0.703373914,0.65601975
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|NOx|Waste,Mt NOx/yr,0.200659884,0.221969486,0.266620769,0.310232345,0.356373079,0.399828292,0.439096417,0.478033325,0.51569758,0.549728586
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC,Mt OC/yr,0.53078023,0.569395289,0.612237187,0.63696543,0.654626396,0.668657161,0.673609134,0.674356222,0.670721584,0.664487517
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Agricultural Waste Burning,Mt OC/yr,0.001986267,0.002008337,0.002410004,0.002824177,0.003281019,0.003661352,0.003956349,0.004187345,0.004313878,0.004383765
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Energy Sector,Mt OC/yr,7.26E-04,2.97E-04,1.75E-04,1.09E-04,9.08E-05,7.83E-05,5.98E-05,5.31E-05,4.53E-05,2.76E-05
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Forest Burning,Mt OC/yr,9.06E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Grassland Burning,Mt OC/yr,2.00E-04,3.78E-04,5.79E-04,5.96E-04,5.17E-04,4.15E-04,3.15E-04,2.34E-04,1.83E-04,1.40E-04
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Industrial Sector,Mt OC/yr,0.030848243,0.036517647,0.046539153,0.043653615,0.036267496,0.033160745,0.02761665,0.019662704,0.010446941,0.002198053
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Residential Commercial Other,Mt OC/yr,0.347914404,0.364212705,0.361060393,0.356315434,0.349479981,0.335824427,0.31745975,0.296981466,0.274432883,0.251330545
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Transportation Sector,Mt OC/yr,0.007249432,0.009061711,0.012991804,0.014157037,0.013064276,0.012876558,0.013806198,0.015325948,0.016774383,0.01784958
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|OC|Waste,Mt OC/yr,0.141846832,0.156910355,0.188473549,0.219301356,0.251916436,0.282632202,0.310386139,0.337903015,0.364515662,0.388549388
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur,Mt SO2/yr,1.493396171,1.196094679,1.242998176,1.295792309,1.360460642,1.34518446,1.281135575,1.146965605,1.086868974,1.022927035
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Agricultural Waste Burning,Mt SO2/yr,3.46E-04,3.50E-04,4.20E-04,4.93E-04,5.73E-04,6.39E-04,6.90E-04,7.30E-04,7.53E-04,7.65E-04
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Energy Sector,Mt SO2/yr,0.701124083,0.3299574,0.252835182,0.217176248,0.217951781,0.193232998,0.156307744,0.086562642,0.042396368,0.011780539
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Forest Burning,Mt SO2/yr,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06,1.06E-06
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Grassland Burning,Mt SO2/yr,3.62E-05,5.28E-05,6.88E-05,6.68E-05,5.62E-05,4.40E-05,3.31E-05,2.44E-05,1.89E-05,1.44E-05
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Industrial Sector,Mt SO2/yr,0.524850683,0.593952905,0.710458367,0.802461239,0.874651066,0.896750869,0.884390186,0.837250597,0.841522004,0.830294384
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Residential Commercial Other,Mt SO2/yr,0.065281846,0.071728919,0.081474304,0.089035158,0.09680176,0.094688249,0.089357859,0.081098439,0.070332589,0.058392429
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Transportation Sector,Mt SO2/yr,0.18426071,0.180697936,0.174493733,0.159509313,0.139353262,0.124966573,0.112068573,0.099615311,0.086875479,0.073738312
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|Sulfur|Waste,Mt SO2/yr,0.01749534,0.019353356,0.023246626,0.027049326,0.031072655,0.034862011,0.038286679,0.041683029,0.044969301,0.047940826
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC,Mt VOC/yr,2.777946448,3.00913048,3.392192676,3.843522813,4.136923715,4.438660604,4.756640266,5.076729655,5.567835606,5.81299998
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Agricultural Waste Burning,Mt VOC/yr,0.018325751,0.018542948,0.022230854,0.02610021,0.030316923,0.033797756,0.036529666,0.038642826,0.039864294,0.040489453
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Energy Sector,Mt VOC/yr,0.299673632,0.313173074,0.332784338,0.448497687,0.405703888,0.381856695,0.371840865,0.357469267,0.527510043,0.468208452
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Forest Burning,Mt VOC/yr,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Grassland Burning,Mt VOC/yr,0.001162009,0.001277154,0.001246452,0.001039943,7.97E-04,5.87E-04,4.21E-04,2.98E-04,2.26E-04,1.67E-04
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Industrial Sector,Mt VOC/yr,0.186485376,0.226027438,0.311328474,0.394982046,0.480670207,0.564032749,0.64795113,0.730021393,0.805663037,0.874084238
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Residential Commercial Other,Mt VOC/yr,1.17590855,1.243257722,1.258576028,1.270479727,1.276994492,1.260117333,1.226206817,1.184085407,1.133074375,1.078600088
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Solvents,Mt VOC/yr,0.330232491,0.408057588,0.59340186,0.78698331,0.996327329,1.215020056,1.457263791,1.718308102,1.988564436,2.262794939
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Transportation Sector,Mt VOC/yr,0.479894831,0.482116679,0.49220093,0.472729808,0.43747627,0.412461726,0.389352179,0.364847942,0.335450114,0.30132756
GCAM4,SSP4-60,Pakistan,CMIP6 Emissions|VOC|Waste,Mt VOC/yr,0.286245424,0.316659493,0.380405357,0.442691697,0.508619642,0.570768634,0.627056595,0.683038126,0.73746495,0.787309535
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC,Mt BC/yr,4.798597863,5.116459675,5.45733466,5.38776118,4.871691738,4.031838396,3.287606035,2.570295895,1.947229201,1.574030696
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Agricultural Waste Burning,Mt BC/yr,0.032218246,0.028524717,0.023691504,0.022520312,0.021788825,0.0207031,0.019854795,0.019759799,0.019792311,0.020016752
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Agriculture,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Energy Sector,Mt BC/yr,0.907237774,0.947561575,1.25243139,1.35427193,1.258246233,0.987699598,0.732169529,0.446109064,0.210682655,0.060203308
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Forest Burning,Mt BC/yr,0.097314058,0.140550294,0.090502032,0.123212121,0.157649026,0.100846321,0.093557256,0.100385825,0.124061688,0.239277494
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Grassland Burning,Mt BC/yr,0.058841323,0.057167069,0.054317932,0.050812839,0.047304986,0.044718652,0.041947556,0.039133102,0.03625793,0.032946212
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Industrial Sector,Mt BC/yr,0.549233412,0.634085158,0.753172322,0.739262422,0.656215252,0.573087476,0.461223251,0.336793214,0.215082935,0.114475565
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Peat Burning,Mt BC/yr,0.0238893,0.0238893,0.0238893,0.0238893,0.0238893,0.0238893,0.0238893,0.0238893,0.0238893,0.0238893
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Residential Commercial Other,Mt BC/yr,2.15158075,2.331087329,2.383468453,2.217363992,1.932647848,1.580170628,1.252852172,0.974329285,0.730851573,0.548491009
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Solvents,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Transportation Sector,Mt BC/yr,0.554194563,0.599203566,0.664825902,0.670757104,0.631473471,0.596877199,0.564993987,0.529092896,0.481434961,0.425739047
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|BC|Waste,Mt BC/yr,0.424088436,0.354390667,0.211035824,0.185671158,0.142476798,0.103846122,0.097118191,0.100803409,0.105175848,0.108992009
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4,Mt CH4/yr,157.7023764,192.8777428,202.9627996,211.9496112,212.1498533,209.7430408,198.44626,180.2467344,163.7665404,148.8702774
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Agricultural Waste Burning,Mt CH4/yr,0.248965344,0.256067822,0.266423507,0.277164799,0.287887541,0.288703463,0.290025747,0.291035191,0.292023481,0.296561479
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Agriculture,Mt CH4/yr,61.46768918,67.09081254,78.72545858,89.57329427,100.3465642,103.1323567,102.0502467,97.97996747,91.89925529,85.24618115
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Energy Sector,Mt CH4/yr,55.80505027,84.84329776,82.78896674,80.73455955,70.22895976,65.36151435,55.6658004,42.21621361,32.6806783,25.28065931
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Forest Burning,Mt CH4/yr,1.219017812,1.260340318,1.347397175,1.428329977,1.50518364,1.597482968,1.684650975,1.768461659,1.844423553,1.885397388
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Grassland Burning,Mt CH4/yr,0.366177093,0.393401287,0.449592909,0.500118083,0.547942276,0.602726758,0.654296311,0.703483629,0.748477174,0.776609536
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Industrial Sector,Mt CH4/yr,0.402214391,0.45597879,0.534208,0.56271743,0.556584914,0.533909741,0.482237169,0.40832834,0.323494362,0.239155913
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Peat Burning,Mt CH4/yr,1.743195476,1.743195476,1.743195476,1.743195476,1.743195476,1.743195476,1.743195476,1.743195476,1.743195476,1.743195476
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Residential Commercial Other,Mt CH4/yr,7.370771908,7.741562089,8.001581651,8.026912485,7.838703892,7.408748208,6.824621818,6.109602261,5.236673136,4.42825019
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Solvents,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Transportation Sector,Mt CH4/yr,0.223649747,0.233500565,0.242432406,0.23666156,0.224786713,0.201099636,0.175625223,0.149539367,0.120539614,0.095893492
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CH4|Waste,Mt CH4/yr,28.85564521,28.85958617,28.86354313,28.86665756,28.8700449,28.87330351,28.87556015,28.87690741,28.87778004,28.8783735
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO,Mt CO/yr,411.6499827,426.4496751,405.0015493,391.7573974,359.163497,308.5260926,272.5811703,241.0247354,214.4385848,206.0832495
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO2,Mt CO2/yr,15258.78156,17284.13951,20596.31941,21703.14016,21382.7756,20402.41199,18692.66167,14702.74167,10592.61866,6626.221854
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO2|Energy Sector,Mt CO2/yr,7194.169796,8289.206393,10328.7687,11023.53927,10939.16924,10541.31882,9750.800054,6901.296001,3999.44398,1299.051659
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO2|Industrial Sector,Mt CO2/yr,5350.032005,5741.764763,6196.120652,6261.804955,5998.319568,5539.020167,4851.112294,4011.86673,3019.337581,2059.539555
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO2|Residential Commercial Other,Mt CO2/yr,1071.47567,1360.023085,1699.472704,1763.679919,1654.347952,1456.775774,1200.602138,940.7904063,701.6749535,498.7627236
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO2|Solvents,Mt CO2/yr,18.06813382,18.07198906,18.07657347,18.07966421,18.08231358,18.08452718,18.08578917,18.08618919,18.08613576,18.08580124
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO2|Transportation Sector,Mt CO2/yr,1556.938376,1806.963395,2285.757203,2567.902832,2704.714972,2779.065253,2803.910889,2762.551185,2785.92543,2682.633022
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO2|Waste,Mt CO2/yr,68.0975768,68.10988627,68.12358022,68.13352513,68.14155238,68.14744615,68.15050982,68.15115992,68.15058079,68.14909294
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Agricultural Waste Burning,Mt CO/yr,4.745355856,4.201490541,3.482300681,3.295694795,3.179806424,3.019690673,2.895731716,2.880345771,2.885227691,2.921650139
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Agriculture,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Energy Sector,Mt CO/yr,24.64178846,27.87402245,28.87969908,27.21349618,22.49793836,20.6548232,18.05665759,15.28864957,12.48512715,9.499668166
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Forest Burning,Mt CO/yr,20.86161963,31.55600246,17.17573669,25.62981447,31.52620695,16.99364822,14.06035412,14.44289866,18.0589493,37.28224345
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Grassland Burning,Mt CO/yr,10.08582827,10.79449512,12.26394109,13.57336635,14.8130251,16.24797697,17.59590134,18.88096438,20.05517401,20.7809634
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Industrial Sector,Mt CO/yr,103.335665,100.382454,95.37713748,88.66570487,79.84091729,70.0922039,60.09448851,50.00052885,41.91417993,34.74286502
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Peat Burning,Mt CO/yr,19.31683726,19.31683726,19.31683726,19.31683726,19.31683726,19.31683726,19.31683726,19.31683726,19.31683726,19.31683726
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Residential Commercial Other,Mt CO/yr,148.1689253,151.0010566,147.8772478,142.0110506,133.2926743,118.5159507,102.9952461,86.96642829,69.64807928,54.68990161
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Solvents,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Transportation Sector,Mt CO/yr,55.69857476,60.5612953,68.16691456,61.04596456,46.16518957,37.35490626,31.62849747,27.11530994,23.7094873,20.28264741
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|CO|Waste,Mt CO/yr,24.79538817,20.76202135,12.46173475,11.00546834,8.530901731,6.330055406,5.937456155,6.132772703,6.365522868,6.566473021
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3,Mt NH3/yr,32.7204941,34.35868954,36.91876821,39.32052273,40.79448678,40.48193237,40.27211353,39.88007035,38.7891399,37.70783417
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Agricultural Waste Burning,Mt NH3/yr,0.086104424,0.088648416,0.092406288,0.096329873,0.100197514,0.100665369,0.101243741,0.101679767,0.102025613,0.103392234
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Agriculture,Mt NH3/yr,24.2674844,26.09304634,29.3155,32.01585641,34.41270497,35.33986171,35.6885156,35.62990487,34.8583452,34.05948915
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Energy Sector,Mt NH3/yr,0.205043999,0.211701442,0.220837234,0.223255122,0.221288302,0.212692095,0.199674551,0.186247338,0.170837317,0.155327193
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Forest Burning,Mt NH3/yr,0.268476338,0.268476338,0.268476338,0.268476338,0.268476338,0.268476338,0.268476338,0.268476338,0.268476338,0.268476338
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Grassland Burning,Mt NH3/yr,0.097883748,0.097883748,0.097883748,0.097883748,0.097883748,0.097883748,0.097883748,0.097883748,0.097883748,0.097883748
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Industrial Sector,Mt NH3/yr,0.667857306,0.674298065,0.699060068,0.703554,0.685920635,0.64738026,0.592720591,0.5273789,0.46135254,0.398624337
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Peat Burning,Mt NH3/yr,0.151078529,0.151078529,0.151078529,0.151078529,0.151078529,0.151078529,0.151078529,0.151078529,0.151078529,0.151078529
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Residential Commercial Other,Mt NH3/yr,1.422552213,1.540691672,1.606934736,1.56323141,1.434816431,1.256361561,1.04193142,0.814882234,0.590624076,0.405247456
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Solvents,Mt NH3/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Transportation Sector,Mt NH3/yr,0.086704926,0.094322694,0.107988005,0.115929537,0.119052029,0.119151691,0.116485028,0.111174526,0.104004125,0.095128349
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NH3|Waste,Mt NH3/yr,5.467308214,5.138542299,4.358603271,4.084927757,3.303068286,2.288381063,2.014103981,1.9913641,1.984512413,1.973186842
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx,Mt NOx/yr,63.12851487,66.8449627,71.56852965,70.59757989,65.42225711,58.92995943,52.70972885,43.71929357,36.44984205,30.7699367
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Agricultural Waste Burning,Mt NOx/yr,0.162565362,0.144365047,0.1198259,0.112905683,0.108572167,0.102442563,0.097833905,0.097216741,0.097473351,0.098974538
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Agriculture,Mt NOx/yr,3.953378926,4.249402778,4.884811989,5.460285277,6.057595681,6.292363989,6.375213507,6.307125995,6.151507956,5.9689052
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Energy Sector,Mt NOx/yr,16.88024474,18.24147224,20.79176379,19.7748927,17.23618055,14.47733097,11.74717172,6.45449708,3.085111096,1.082657205
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Forest Burning,Mt NOx/yr,0.483001923,0.788692029,0.425801057,0.682551225,0.820387387,0.427052254,0.359399641,0.370635491,0.456263346,0.914794074
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Grassland Burning,Mt NOx/yr,0.558240844,0.57830873,0.622125046,0.65811361,0.691806499,0.735795333,0.776076556,0.814034522,0.847801864,0.863691701
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Industrial Sector,Mt NOx/yr,12.33269365,12.37213268,11.90817497,10.97912584,9.692141475,8.084902859,6.45959899,4.969304276,3.702664127,2.672201994
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Peat Burning,Mt NOx/yr,0.183917855,0.183917855,0.183917855,0.183917855,0.183917855,0.183917855,0.183917855,0.183917855,0.183917855,0.183917855
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Residential Commercial Other,Mt NOx/yr,3.936379017,4.316460638,4.537200629,4.328683568,3.898808832,3.372031014,2.809702684,2.26908108,1.755082851,1.330245269
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Solvents,Mt NOx/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Transportation Sector,Mt NOx/yr,20.88137036,22.82344115,26.20369064,26.74770811,25.44027307,24.29700815,23.00415689,21.32776082,19.20937601,16.66366704
GCAM4,SSP4-60,R5.2ASIA,CMIP6 Emissions|NOx|Waste,Mt NOx/yr,3.756722199,3.14676955,1.891217777,1.669396019,1.292573599,0.957114444,0.89665711,0.925719709,0.960643599,0.990881828
